4ABH100C4407GH,"1-8 X 44'' HEADED ANCHOR BOLT HDG 1554-55
L=44.00''     T=7.00''      T=2.00'' w/DH HVY HEX  NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM---1-8 DH HVY HEX NUT

24 PCS TAGGED AS: LINE 1 -- ''ANCHOR RODS 103C'' 
                                  LINE 2 -- ''1  ABS  PW  P16  T7  L42  PW-3  DN''",4ABH
4ABH100C4506BH-N,1-8 x 42'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''    T=3.00'' TWO HHN ASSEMBLED ONLY,4ABH
4ABH100C4508BH,"1-8 X 45'' HEADED ANCHOR BOLT PLAIN 1554-55
L=45.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH100C4607BH,"1-8 X 46'' HEADED ANCHOR BOLT PLAIN 1554-55
L=46.00''     T=7.00''     T=3.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1) 4NUT100NCDBDOM -- 1-8 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH100C480408-304SS,"1-8 X 48'' HEADED ANCHOR BOLT     304 STAINLESS
L=48.00''      T=4.00''      T=8.00''",4ABH
4ABH100C480408-304SS-CUT,"1-8 X 48'' HEADED ANCHOR BOLT     304 STAINLESS
L=48.00''      T=4.00''      T=8.00''",4ABH
4ABH100C480408-316SS,"1-8 X 48'' HEADED ANCHOR BOLT     316 STAINLESS
L=48.00''      T=4.00''      T=8.00''",4ABH
4ABH100C480408-316SS-CUT,"1-8 X 48'' HEADED ANCHOR BOLT     316 STAINLESS
L=48.00''      T=4.00''      T=8.00''",4ABH
4ABH100C4806GH,"1-8 X 48'' HEADED ANCHOR BOLT HDG 1554-55
L=48.00''     T=6.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1-8 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH100C4808BH,"1-8 X 48'' HEADED ANCHOR BOLT  PLAIN  1554-55  
L=48.00''        T=8.00''        T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH100C4810BH,"1-8 X 48'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=48.00''         T= 10.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH100C4908BH,1-8 x 49'' HEADED ANCHOR BOLT PLAIN 1554-55    T=8.00''    T=2.00'' HHN TACKED,4ABH
4ABH100C5008BH-NP,1-8 x 50'' HEADED ANCHOR BOLT PLAIN 1554-55    T=8.00''    T=3.00'' TWO HVY HEX NUT AND PLATE WASHER ASSEMBLED ONLY ( NO WELD ),4ABH
4ABH100C5008GH-NP,"1-8 X 50'' HEADED ANCHOR BOLT HDG 1554-55
L=50.00''     T=8.00''     T=8.00'' w/2 DH NUTS AND PLATE WASHER TACKED
INCLUDES:
2)1'' DH NUTS
1) 1/2'' X 2 1/2'' PLATE WASHER",4ABH
4ABH100C5206BH,1-8 x 52'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''         T=2.00'' HVY HEX NUT TACKED,4ABH
4ABH100C5209BH,1-8 x 52'' HEADED ANCHOR BOLT PLAIN 1554-55    T=9.00''         T=2.00'' HVY HEX NUT TACKED,4ABH
4ABH100C5406B7,1-8 x 54'' HEADED ANCHOR BOLT PLAIN 1554-105    T=6.00''    T=2.00'' HHN AND PLATE TACKED,4ABH
4ABH100C5408B-P,"1-8 X 54'' HEADED ANCHOR BOLT PLAIN 1554-55
L=54.00''     T=8.00''     T=2.00'' w/DH NUT AND PLATE TACKED
INCLUDES:
1) 1'' DH NUT
1) 3/8 X 3'' PLATE WASHER",4ABH
4ABH100C5606BH,"1-8 X 56'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=56.00''         T=6.00''         T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HYV HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH100C5808BH,"1-8 X 58'' HEADED ANCHOR BOLT PLAIN 1554-55
L=58.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HYV HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH100C6006GH-2N,"1-8 X 60'' HEADED ANCHOR BOLT HDG 1554-55
L=60.00''       T=6.00''       T=3.00'' w/ 2 DH HVY HEX NUT TACKED
INCLUDES:
(2)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH100C60GH,1-8 x 60'' HEADED ANCHOR BOLT HOT DIP GALVANIZED A307    ASSEMBLE ON HHN ON END AND DEFORM TO PREVENT NUT LOSS,4ABH
4ABH100C6108BH,1-8 x 61'' HEADED ANCHOR BOLT PLAIN 1554-55    T=8.00''    T=2.00'' HHN TACKED,4ABH
4ABH100C6208BH-NP,1-8 x 62'' HEADED ANCHOR BOLT PLAIN 1554-55    T=8.00''    T=3.00'' TWO HVY HEX NUT AND PLATE WASHER ASSEMBLED ONLY ( NO WELD ),4ABH
4ABH100C6308BH,"1-8 X 63'' HEADED ANCHOR BOLT PLAIN 1554-55
L=63.00''       T=8.00''       T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT 
    (FOR ABOVE TACK)

4 PCS MARKED 300G",4ABH
4ABH100C6808BH,"1-8 X 68'' HEADED ANCHOR BOLT  PLAIN  1554-105
L=68.00''          T=8.00''         T=3.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT100NCDBDOM -- 1'' DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH100C7212BH,"1-8 X 72'' HEADED ANCHOR BOLT, 1554-55 STEEL, PLAIN FINISH
T= 12.00''
T= 4.00'' W/ ONE DOM. DH NUT TACK WELDED",4ABH
4ABH100C7312G105,"1-8 X 73'' HEADED ANCHOR BOLT HDG 1554-105
L=73.00''     T=12.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1)4NUT100NCDBDOM - 1-8 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH100CBH,1-8 HEADED ANCHOR BOLT PLAIN 1554-55    T=12.00    T=2.00 HHN TACKED,4ABH
4ABH100CGH,"1-8 HEADED ANCHOR BOLT HOT DIP GALVANIZED 1554-55    T=8.00''     T=2.00'' HHN TACKED 

SHIP DIRECT FROM MONNING",4ABH
4ABH112C1208BH,"1 1/8-7 X 12'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=12.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH112C1408BH,"1 1/8-7 X 14'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=14.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH112C1608BH,"1 1/8-7 X 16'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=16.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C1808BH,"1 1/8-7 X 18'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=18.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH112C2008BH,"1 1/8-7 X 20'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=20.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C2208BH,"1 1/8-7 X 22'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=22.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C2406BH,"1 1/8-7 X 24'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=24.00''     T=6.00''     T=4.00'' w/DH HVY HEX NUTS TACKED
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUTS 
     (FOR ABOVE TACK)",4ABH
4ABH112C2406BH-NW,"1 1/8-7 X 24'' HEADED ANCHOR BOLT PLAIN 1554-55
L=24.00''     T=6.00''     T=4.00'' w/2 DH HVY HEX NUTS & 1 F436 WASHER TACKED
INCLUDES:
2) 4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUTS
1) 4WAS112STB -- 1 1/8'' F436 WASHER
    (FOR ABOVE TACK)",4ABH
4ABH112C2406Z,"1 1/8-7 X 24'' HEADED ANCHOR BOLT  ZINC  1554-55
L=24.00''     T=6.00''     T=4.00'' w/DH HVY HEX NUTS TACKED
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUTS 
     (FOR ABOVE TACK)",4ABH
4ABH112C2408BH,"1 1/8-7 X 24'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=24.00''       T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C2408GH,"1 1/8-7 X 24.50'' HEADED ANCHOR BOLT PLAIN 1554-55
L=24.50''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C2506B2,"1 1/8-7 X 25'' HEADED ANCHOR BOLT PLAIN 1554-55
L=25.00''     T=6.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1)4NUT112NCDBDOM-----1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACKED)",4ABH
4ABH112C2606BH,"1 1/8-7 X 26'' HEADED ANCHOR BOLT PLAIN A36
L=26.00''     T=6.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH112C2608BH,"1 1/8-7 X 26'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=26.00''       T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C2705B105,"1 1/8-7 X 27'' HEADED ANCHOR BOLT PLAIN 1554-105
L=27.00''     T=5.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8-7 DH HVY HEX NUT
    {FOR ABOVE TACK}",4ABH
4ABH112C2706BH,1 1/8-7 x 27'' HEADED ANCHOR BOLT PLAIN 1018    T=6.00    T=2.00 HHN TACKED,4ABH
4ABH112C2709BH-NP,1 1/8-7 x 27'' HEADED ANCHOR BOLT PLAIN 1554-55    T=9.00''     T= 3.00'' TWO HVY HEX NUT AND PLATE TACKED,4ABH
4ABH112C2709GH-W,1-1/8-7 x 27-3/8'' HEADED ANCHOR BOLT HOT DIP GALVANIZED 1554-55 S1    T=10.00''     T= 3.00'' HHN & USS FW TACKED,4ABH
4ABH112C2808BH,1 1/8-7 x 28'' HEADED ANCHOR BOLT PLAIN 1554-36    T=4.00''    T=2.00'' HHN TACKED,4ABH
4ABH112C2906BH,1 1/8-7 x 29'' HEADED ANCHOR BOLT PLAIN 1554-36    T=6.00''    T=1-1/2'' HHN TACKED,4ABH
4ABH112C3006BH,1 1/8-7 x 30'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''    T=2.00'' HHN TACKED,4ABH
4ABH112C3008BH,"1 1/8-7 X 30'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=30.00''          T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH112C3008BH-N,1 1/8-7 x 30'' HEADED ANCHOR BOLT PLAIN 1554-55    T=8.00''    T=2.00'' TWO HHN TACKED,4ABH
4ABH112C3208B7,1 1/8-7 x 32'' HEADED ANCHOR BOLT PLAIN 1554-105    FULL THREAD WITH HHN TACKED ONE END,4ABH
4ABH112C3408BH,"1 1/8-7 X 34'' HEADED ANCHOR BOLT PLAIN 1554-55
L=34.00''      T=8.00''      T=2.00'' w/DH HVY HEX NUT
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACK)",4ABH
4ABH112C3608BH,"1 1/8-7 X 36'' HEADED ANCHOR BOLT PLAIN 1554-55
L=36.00''      T=8.00''      T=2.00'' w/DH HVY HEX NUT
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACK)",4ABH
4ABH112C4208BH,"1 1/8-7 X 42'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=42.00''     T=8.00''     T=2.00'' w/ DH HVY HEX NUT TACKED
INCLUDES:
1) 4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH112C4218GH,"1 1/8-7 X 42'' HEADED ANCHOR BOLT  HDG  1554-55
L=42.00''         T=18.00''        T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH112C4808BH,"1 1/8-7 X 48'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=48.00''      T=8.00''      T=2.00'' w/DH HVY HEX NUT
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACK)",4ABH
4ABH112C5708BH,"1 1/8-7 X 57'' HEADED ANCHOR BOLT PLAIN 1554-55
L=57.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACK)",4ABH
4ABH112C6708BH,"1 1/8-7 X 67'' HEADED ANCHOR BOLT PLAIN 1554-55
L=67.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT
INCLUDES:
1)4NUT112NCDBDOM -- 1 1/8 DH HVY HEX NUT
   (FOR ABOVE TACK)",4ABH
4ABH112CB7,1 1/8-7  HEADED ANCHOR BOLT PLAIN 1554-105    T=7.00''    T=2.00'' HHN TACKED,4ABH
4ABH112CBH,1 1/8-7  HEADED ANCHOR BOLT PLAIN 1554-55    T=7.00''    T=2.00'' HHN TACKED,4ABH
4ABH1251808DOM,"1 1/4-7 X 18'' HEADED ANCHOR BOLT 8''T DOM. DH NUT

MT#_______________",4ABHS
4ABH1251808RUN,1 1/4-7 X 18'' HEADED ANCHOR BOLT 8''T DOM. DH NUT,4ABH
4ABH1252008DOM,"1 1/4-7 X 20'' HEADED ANCHOR BOLT 8''T DOM. DH NUT

MT#_______________",4ABHS
4ABH1252008RUN,1 1/4-7 X 20'' HEADED ANCHOR BOLT 8''T DOM. DH NUT,4ABH
4ABH1252208DOM,"1 1/4-7 X 22'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1252208RUN,1 1/4-7 X 22'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1252408DOM,"1 1/4-7 X 24'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1252408RUN,1 1/4-7 X 24'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1252608DOM,"1 1/4-7 X 26'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1252608RUN,1 1/4-7 X 26'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1252808DOM,"1 1/4-7 X 28'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1252808RUN,1 1/4-7 X 28'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1253008DOM,"1 1/4-7 X 30'' HEADED ANCHOR BOLT 8''T DOM. DH NUT

MT#_______________",4ABHS
4ABH1253008RUN,1 1/4-7 X 30'' HEADED ANCHOR BOLT 8''T DOM. DH NUT,4ABH
4ABH1253208DOM,"1 1/4-7 X 32'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1253208RUN,1 1/4-7 X 32'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1253408DOM,"1 1/4-7 X 34'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1253408RUN,1 1/4-7 X 34'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH1253608DOM,"1 1/4-7 X 36'' HEADED ANCHOR BOLT 8''T DOM DH NUT

MT#_______________",4ABHS
4ABH1253608RUN,1 1/4-7 X 36'' HEADED ANCHOR BOLT 8''T DOM DH NUT,4ABH
4ABH125C0603GH,"1 1/4-7 X 6'' HEADED ANCHOR BOLT HDG 1554-55
L=6.00''     T=3.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH125C1004BH,"1 1/4-7 X 10'' HEADED ANCHOR BOLT PLAIN 1554-55
L=10.00''     T=4.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH125C10212BH,"1 1/4-7 X 102'' HEADED ANCHOR BOLT  PLAIN  1554-105
L=102.00''       T=12.00''        T=3.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C1080012000300GH,"1 1/4-7 X 108'' HEADED ANCHOR BOLT  HDG  1554-55
L=108.00''        T=12.00''        T=3.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C1206BH,"1 1/4-7 X 12'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=12.00''      T=6.00''      T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1) 4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C1208BH,"1 1/4-7 X 12'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=12.00''        T= 8.00''     T= 2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH125C1408BH,"1 1/4-7 X 14'' HEADED ANCHOR BOLT PLAIN 1554-55
L=14.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    {FOR ABOVE TACK}",4ABH
4ABH125C1506BH,"1 1/4-7 X 15'' HEADED ANCHOR BOLT  PLAIN  A449
L=15.00''     T=6.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    {FOR ABOVE TACK}",4ABH
4ABH125C1604GH,1 1/4-7 x 16'' HEADED ANCHOR BOLT HOT DIP GALVANIZED 1554-55     T=4.00''    T=2.00'' w/DH HVY HEX NUT TACKED,4ABH
4ABH125C1606BH,1 1/4-7 x 16'' HEADED ANCHOR BOLT PLAIN 554-55     T=6.00''    T=2.00'' w/DH HVY HEX NUT TACKED,4ABH
4ABH125C1705GH-P,1-1/4-7 x 17'' HEADED ANCHOR BOLT HOT DIP GALVANIZED 1554-55    T=5.00    T=4.00 HHN & PLATE TACKED,4ABH
4ABH125C1706BH,1-1/4-7 x 17'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00    T=2.00 HHN TACKED,4ABH
4ABH125C1808BH,"1 1/4-7 X 18'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=18.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1) 4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C1808BH-P,"1 1/4-7 X 18'' HEADED ANCHOR BOLT PLAIN 1554-55
L=18.00''     T=8.00''     T=2.00'' w/DH NUT AND PLATE WASHER TACKED
INCLUDES:
1) 1 1/4 DH HVY HEX NUT
1) 1/4 X 3 X 3 PLATE WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C1808G2,1 1/4-7 x 18'' HEADED ANCHOR BOLT HOT DIP GALVANIZED 1554-55    T=8.00''    T=2.00'' HHN TACKED,4ABH
4ABH125C1808GH-P,"1 1/4-7 X 18'' HEADED ANCHOR BOLT HDG 1554-55
L=18.00''     T=8.00''     T=2.00'' w/DH NUT AND PLATE WASHER TACKED
INCLUDES:
1) 1 1/4 DH HVY HEX NUT
1) 1/4 X 3 X 3 PLATE WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2005BH-W,"1 1/4-7 X 20'' HEADED ANCHOR BOLT PLAIN 1554-55
L=20.00''     T=8.00''     T=2.00'' w/HVY HEX NUT & PLATE WASHER TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUTS
(1)4PLTWAS0373X3131 -- 3/8 X 3'' PLATE WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2006GH,"1 1/4-7 X 20'' HEADED ANCHOR BOLT  HDG  1554-55
L=20.00''      T=6.00''   T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH125C2008BH-W,"1 1/4-7 X 20'' HEADED ANCHOR BOLT PLAIN 1554-55
L=20.00''     T=8.00''     T=2.00'' w/HVY HEX NUT & PLATE WASHER TACKED
INCLUDES:
1) - 1 1/4 DH HVY HEX NUT
1) - 1/4 X 3'' PLATE WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2008GH-W,"1 1/4-7 X 20'' HEADED ANCHOR BOLT HDG 1554-55
L=20.00''     T=8.00''     T=2.00'' w/HVY HEX NUT & PLATE WASHER TACKED
INCLUDES:
1) - 1 1/4 DH HVY HEX NUT
1) - 1/4 X 3'' PLATE WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2008SS,"1 1/4-7 X 20'' HEADED ANCHOR BOLT 304SS
L=20.00''     T=8.00''     T=2.00'' w/HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C2010GH-W,"1 1/4-7 X 20'' HEADED ANCHOR BOLT HDG 1554-55
L=20.00''     T=10.00''     T=2.00'' w/HVY HEX NUT & FLAT WASHER TACKED
INCLUDES:
1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
1)4WAS125USB -- 1 1/4'' FLAT WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2106BH-NP,1 1/4-7 x 21'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''    T=4.00'' TWO HHN & PLATE TACKED,4ABH
4ABH125C2106BH-W,"1 1/4-7 X 21'' HEADED ANCHOR BOLT PLAIN 1554-55
L=21.00''     T=6.00''     T=3.00'' w/HVY HEX NUT & FLAT WASHER TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUTS
(1)4WAS125USB -- 1-1/4'' FLAT WASHER
    (FOR ABOVE TACK)",4ABH
4ABH125C2108GH,"1 1/4-7 X 21'' HEADED ANCHOR BOLT HDG 1554-55
L-21.00''     T=8.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
     (FOR ABOVE TACK)",4ABH
4ABH125C2208BH-P,"1 1/4-7 X 22'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=22.00''          T=8.00''        T=2.00'' w/DH HVY HEX NUT & PLATE WASHER TACKED
INLCUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
(1)4PLTWAS0373X3131B -- 3/8 X 3.00'' X 3.00'' PLATE WASHER
     (FOR ABOVE TACK)",4ABH
4ABH125C2208GH,"1 1/4-7 X 22'' HEADED ANCHOR BOLT  HDG  1554-55
L=22.00''        T=8.00''        T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
     (FOR ABOVE TACK)",4ABH
4ABH125C2210GH-W,"1 1/4-7 X 22'' HEADED ANCHOR BOLT HDG 1554-55
L=22.00''     T=8.00''     T=2.00'' w/DH NUT & FLAT WASHER TACKED
INCLUDES:
1) -- 1 1/4'' DH HVY HEX NUT
1) -- 1 1/4'' FLAT WASHER
     (FOR ABOVE TACK)",4ABH
4ABH125C2308B2,"1 1/4-7 X 23'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=23.00''      T=8.00''       T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C2400BH,"1 1/4-7 X 24'' HEADED ANCHOR BOLT PLAIN 1554-55
L=24.00''     T=NO THREAD     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
1) 4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
    (FOR ABOVE TACK)",4ABH
4ABH125C2405BH,"1 1/4-7 X 24'' HEADED ANCHOR BOLT  PLAIN  1554-55
L=24.00''     T=5.00''     T=2.00'' w/DH HVY HEX NUT TACKED
INCLUDES:
(1)4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT 
    (FOR ABOVE TACK)",4ABH
4ABH125C2406BH-NP,"1 1/4-7 x 24'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''    T=4.00'' TWO HHN & PLATE TACKED 

1/4 x 3'' SQUARE PLATE",4ABH
4ABH125C2406BH-P,1 1/4-7 x 24'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00''     T=2.00'' DH HVY HEX NUT & PLATE WASHER TACKED,4ABH
4ABH125C2406G2,"1 1/4-7 X 24'' HEADED ANCHOR BOLT HDG 1554-55
L=24.00''     T=6.00''     T=2.00'' w/DH HVY HEX NUT TACKED 
INCLUDES:
(1) 4NUT125NCDBDOM -- 1 1/4 DH HVY HEX NUT
      (FOR ABOVE TACK)",4ABH
